,State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",Average House Price 2020/2021,County Name,Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State,County,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
4022,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Poulsbo,137.65363270524313,6.8826816352621565,521550.875,Kitsap County,19.0,229.0,0.0200642156423377,0.0016639409533925,0.0217281565957303,Washington,Kitsap County,258903.0,132104.0,126799.0,199599.0,112032.0,7.22,77.54,2.71,0.89,4.62,0.74,70219.85,33928.59,10.42,13.17,39.49,18.89,21.24,10.19,10.2,69.05,8.13,9.12,5.0,2.7,5.99,30.57,65.44,27.73,6.67,0.16,6.83
4023,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Puyallup,102.98652198298066,5.149326099149033,455367.0,Pierce County,118.0,2680.5,0.0622459621616409,0.0027393363242649,0.0649852984859059,Washington,Pierce County,845193.0,420170.0,425023.0,610627.0,383286.0,10.48,67.89,6.45,1.01,6.0,1.44,66537.23,31182.19,12.84,16.24,33.61,18.32,24.15,10.6,13.31,78.55,9.46,3.66,2.28,1.45,4.62,31.22,75.93,19.34,4.61,0.12,7.01
4024,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Redmond,161.50081070350979,8.07504053517549,1040070.0833333333,King County,77.0,1904.0,0.0255961674840478,0.0010352768665132,0.026631444350561,Washington,King County,2118119.0,1058695.0,1059424.0,1459791.0,1140353.0,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09
4025,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Renton,117.50869531914067,5.875434765957033,581784.9583333334,King County,336.5,4384.5,0.0427111532800803,0.0032777011964478,0.0459888544765282,Washington,King County,2118119.0,1058695.0,1059424.0,1459791.0,1140353.0,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09
4026,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Ridgefield,93.80327534121388,4.690163767060694,530060.2083333334,Clark County,6.0,207.0,0.0187891176349581,0.0005592065750189,0.019348324209977,Washington,Clark County,457474.0,226178.0,231296.0,323897.0,213776.0,9.2,79.56,1.81,0.5,4.03,0.7,69110.1,31883.76,10.82,14.57,35.95,17.29,23.55,9.74,13.45,78.64,8.8,2.28,2.21,1.31,6.76,26.19,80.42,13.24,6.14,0.21,6.13
4027,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Roy,118.57133442852906,5.928566721426453,474019.875,Pierce County,4.0,18.0,0.0217654171704957,0.0048367593712212,0.026602176541717,Washington,Pierce County,845193.0,420170.0,425023.0,610627.0,383286.0,10.48,67.89,6.45,1.01,6.0,1.44,66537.23,31182.19,12.84,16.24,33.61,18.32,24.15,10.6,13.31,78.55,9.46,3.66,2.28,1.45,4.62,31.22,75.93,19.34,4.61,0.12,7.01
4028,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Ruston,118.18780815464598,5.909390407732299,566961.8333333334,Pierce County,3.0,40.0,0.0466351332238094,0.0034965130068651,0.0501316462306746,Washington,Pierce County,845193.0,420170.0,425023.0,610627.0,383286.0,10.48,67.89,6.45,1.01,6.0,1.44,66537.23,31182.19,12.84,16.24,33.61,18.32,24.15,10.6,13.31,78.55,9.46,3.66,2.28,1.45,4.62,31.22,75.93,19.34,4.61,0.12,7.01
4029,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Sammamish,145.20783155230592,7.260391577615296,1156332.4166666665,King County,18.0,501.5,0.0075001719532255,0.0002691956737214,0.007769367626947,Washington,King County,2118119.0,1058695.0,1059424.0,1459791.0,1140353.0,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09
4030,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Seattle,167.37798656321647,8.368899328160824,803251.625,King County,5350.5,38892.5,0.0498737045367661,0.0068566642326301,0.0567303687693963,Washington,King County,2118119.0,1058695.0,1059424.0,1459791.0,1140353.0,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09
4031,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Selah,93.15041323767032,4.657520661883516,347964.9583333334,Yakima County,6.5,171.0,0.0208580141577845,0.0007929878166814,0.0216510019744659,Washington,Yakima County,248279.0,124369.0,123910.0,143229.0,103990.0,47.29,44.88,0.72,4.14,0.85,0.08,48107.82,21090.2,19.7,26.46,23.34,17.36,19.18,22.46,17.66,77.95,14.64,0.64,1.73,1.33,3.72,19.04,79.9,14.66,5.31,0.14,7.83
4032,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Shoreline,160.43090459543205,8.021545229771602,680982.0833333333,King County,111.0,1560.5,0.0268542350806057,0.0019116987895147,0.0287659338701205,Washington,King County,2118119.0,1058695.0,1059424.0,1459791.0,1140353.0,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09
4033,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Snohomish,111.67243579805873,5.583621789902937,692295.25,Snohomish County,22.5,308.5,0.0297630733924788,0.0021706355496297,0.0319337089421086,Washington,Snohomish County,771904.0,387078.0,384826.0,544153.0,390186.0,9.42,72.74,2.45,0.81,9.11,0.47,81308.59,36148.13,8.93,11.25,38.58,16.3,22.63,10.77,11.72,75.08,11.11,5.11,1.79,1.66,5.24,31.74,81.63,12.7,5.48,0.2,5.59
4034,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Snoqualmie,117.92698794601837,5.896349397300918,828024.0833333333,King County,5.0,226.0,0.0162406765097835,0.0003589175791935,0.016599594088977,Washington,King County,2118119.0,1058695.0,1059424.0,1459791.0,1140353.0,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09
4035,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Spokane,106.63473010517752,5.331736505258876,313808.125,Spokane County,1397.5,11100.0,0.0496783615756846,0.0062547463015811,0.0559331078772658,Washington,Spokane County,490764.0,243266.0,247498.0,369260.0,221595.0,5.53,85.06,1.69,1.23,2.12,0.46,52862.2,27856.01,16.18,19.6,34.92,19.42,25.47,8.24,11.94,78.54,9.02,2.96,2.91,1.69,4.88,21.26,78.59,15.65,5.62,0.14,6.39
4036,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Spokane Valley,105.75181421098176,5.287590710549088,326576.7083333333,Spokane County,323.5,4174.0,0.0404193573559123,0.0031329415221482,0.0435522988780606,Washington,Spokane County,490764.0,243266.0,247498.0,369260.0,221595.0,5.53,85.06,1.69,1.23,2.12,0.46,52862.2,27856.01,16.18,19.6,34.92,19.42,25.47,8.24,11.94,78.54,9.02,2.96,2.91,1.69,4.88,21.26,78.59,15.65,5.62,0.14,6.39
4037,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Stanwood,99.30638839868942,4.965319419934471,538053.8333333334,Snohomish County,13.0,126.0,0.0166668765465524,0.0017062185311346,0.018373095077687,Washington,Snohomish County,771904.0,387078.0,384826.0,544153.0,390186.0,9.42,72.74,2.45,0.81,9.11,0.47,81308.59,36148.13,8.93,11.25,38.58,16.3,22.63,10.77,11.72,75.08,11.11,5.11,1.79,1.66,5.24,31.74,81.63,12.7,5.48,0.2,5.59
4038,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Steilacoom,97.49920005405845,4.874960002702922,503421.4166666666,Pierce County,13.0,78.5,0.012175081343911,0.0020161360151008,0.0141912173590119,Washington,Pierce County,845193.0,420170.0,425023.0,610627.0,383286.0,10.48,67.89,6.45,1.01,6.0,1.44,66537.23,31182.19,12.84,16.24,33.61,18.32,24.15,10.6,13.31,78.55,9.46,3.66,2.28,1.45,4.62,31.22,75.93,19.34,4.61,0.12,7.01
4039,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Sultan,79.48309149634623,3.9741545748173115,436548.0,Snohomish County,9.0,91.5,0.0162445332263439,0.001589723008385,0.0178342562347289,Washington,Snohomish County,771904.0,387078.0,384826.0,544153.0,390186.0,9.42,72.74,2.45,0.81,9.11,0.47,81308.59,36148.13,8.93,11.25,38.58,16.3,22.63,10.77,11.72,75.08,11.11,5.11,1.79,1.66,5.24,31.74,81.63,12.7,5.48,0.2,5.59
4040,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Sumner,109.66116054301418,5.483058027150709,448637.875,Pierce County,23.5,524.5,0.0493956240675926,0.0022203560249334,0.051615980092526,Washington,Pierce County,845193.0,420170.0,425023.0,610627.0,383286.0,10.48,67.89,6.45,1.01,6.0,1.44,66537.23,31182.19,12.84,16.24,33.61,18.32,24.15,10.6,13.31,78.55,9.46,3.66,2.28,1.45,4.62,31.22,75.93,19.34,4.61,0.12,7.01
4041,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Sunnyside,81.9371221272476,4.09685610636238,244011.125,Yakima County,30.0,721.0,0.0426930364756039,0.0017764092846991,0.0444694457603031,Washington,Yakima County,248279.0,124369.0,123910.0,143229.0,103990.0,47.29,44.88,0.72,4.14,0.85,0.08,48107.82,21090.2,19.7,26.46,23.34,17.36,19.18,22.46,17.66,77.95,14.64,0.64,1.73,1.33,3.72,19.04,79.9,14.66,5.31,0.14,7.83
4042,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Tacoma,118.13984854922373,5.906992427461186,403965.5,Pierce County,2241.0,13542.0,0.0611971916415303,0.0101239850696518,0.0713211767111823,Washington,Pierce County,845193.0,420170.0,425023.0,610627.0,383286.0,10.48,67.89,6.45,1.01,6.0,1.44,66537.23,31182.19,12.84,16.24,33.61,18.32,24.15,10.6,13.31,78.55,9.46,3.66,2.28,1.45,4.62,31.22,75.93,19.34,4.61,0.12,7.01
4043,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Tenino,119.09706535895872,5.954853267947936,393849.0416666667,Thurston County,10.0,22.0,0.0116648992576882,0.0053022269353128,0.016967126193001,Washington,Thurston County,269885.0,132099.0,137786.0,202828.0,122976.0,8.15,76.62,2.59,1.46,5.36,0.77,67497.59,32490.61,11.99,15.89,41.28,16.51,23.85,8.29,10.07,79.13,9.45,1.71,2.46,2.38,4.87,25.59,64.02,29.82,5.95,0.22,7.78
4044,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Toppenish,56.81612845833251,2.8408064229166254,209735.45833333334,Yakima County,52.0,527.0,0.0601147685587656,0.005928833114568,0.0660436016733336,Washington,Yakima County,248279.0,124369.0,123910.0,143229.0,103990.0,47.29,44.88,0.72,4.14,0.85,0.08,48107.82,21090.2,19.7,26.46,23.34,17.36,19.18,22.46,17.66,77.95,14.64,0.64,1.73,1.33,3.72,19.04,79.9,14.66,5.31,0.14,7.83
4045,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Tukwila,125.90115622712372,6.295057811356186,470896.2916666666,King County,158.0,3139.5,0.1537278415691076,0.0077362559713864,0.161464097540494,Washington,King County,2118119.0,1058695.0,1059424.0,1459791.0,1140353.0,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09
4046,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Tumwater,107.7800396996988,5.38900198498494,394634.0416666667,Thurston County,57.0,652.0,0.0264863600271218,0.0023173431118456,0.0288037031389675,Washington,Thurston County,269885.0,132099.0,137786.0,202828.0,122976.0,8.15,76.62,2.59,1.46,5.36,0.77,67497.59,32490.61,11.99,15.89,41.28,16.51,23.85,8.29,10.07,79.13,9.45,1.71,2.46,2.38,4.87,25.59,64.02,29.82,5.95,0.22,7.78
4047,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Union Gap,79.15533671394627,3.9577668356973135,194511.2083333333,Yakima County,20.0,373.0,0.0603077402705081,0.0032322438822139,0.063539984152722,Washington,Yakima County,248279.0,124369.0,123910.0,143229.0,103990.0,47.29,44.88,0.72,4.14,0.85,0.08,48107.82,21090.2,19.7,26.46,23.34,17.36,19.18,22.46,17.66,77.95,14.64,0.64,1.73,1.33,3.72,19.04,79.9,14.66,5.31,0.14,7.83
4048,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,University Place,109.59581677177167,5.479790838588583,523682.4166666666,Pierce County,91.5,844.0,0.0245568999808731,0.0026627931098324,0.0272196930907055,Washington,Pierce County,845193.0,420170.0,425023.0,610627.0,383286.0,10.48,67.89,6.45,1.01,6.0,1.44,66537.23,31182.19,12.84,16.24,33.61,18.32,24.15,10.6,13.31,78.55,9.46,3.66,2.28,1.45,4.62,31.22,75.93,19.34,4.61,0.12,7.01
4049,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Vancouver,112.14321708483756,5.607160854241878,404540.4166666666,Clark County,996.5,7995.0,0.042654904867171,0.0053176959275986,0.0479726007947697,Washington,Clark County,457474.0,226178.0,231296.0,323897.0,213776.0,9.2,79.56,1.81,0.5,4.03,0.7,69110.1,31883.76,10.82,14.57,35.95,17.29,23.55,9.74,13.45,78.64,8.8,2.28,2.21,1.31,6.76,26.19,80.42,13.24,6.14,0.21,6.13
4050,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Walla Walla,135.1050374436281,6.755251872181406,313377.2083333333,Walla Walla County,86.5,682.0,0.0206426745756179,0.0026170157394328,0.0232596903150508,Washington,Walla Walla County,59862.0,30692.0,29170.0,42837.0,26496.0,22.92,69.08,2.07,0.51,1.55,0.06,51674.09,24972.75,14.94,21.55,34.47,19.67,21.41,11.36,13.1,72.03,12.53,0.72,8.09,2.11,4.49,15.13,75.63,18.18,5.87,0.3,6.13
4051,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Washougal,112.74406092631244,5.637203046315622,479271.5,Skamania County,39.5,274.0,0.0167832769811114,0.0024196719040078,0.0192029488851192,Washington,Skamania County,11498.0,5834.0,5664.0,8981.0,4934.0,5.58,89.48,0.64,2.3,0.88,0.04,53507.0,27941.2,12.6,17.48,39.86,15.12,18.38,10.8,15.88,71.92,7.14,0.16,3.78,1.74,15.26,27.48,72.62,20.2,7.2,0.0,8.14
4052,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Woodinville,125.44373349140506,6.272186674570253,985998.0833333334,King County,15.0,404.5,0.0279116792515194,0.0010341170595304,0.0289457963110498,Washington,King County,2118119.0,1058695.0,1059424.0,1459791.0,1140353.0,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09
4053,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Woodland,108.07106870932417,5.4035534354662085,463225.625,Cowlitz County,16.0,294.0,0.0441507733893978,0.0024027631776543,0.0465535365670521,Washington,Cowlitz County,103590.0,51079.0,52511.0,77551.0,42579.0,10.34,82.51,0.62,1.08,1.23,0.23,49647.04,24549.5,18.77,23.98,25.57,19.78,21.35,12.6,20.73,77.03,13.85,0.26,3.15,1.37,4.34,24.67,80.1,13.92,5.7,0.28,8.8
4054,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Woodway,119.14339665092588,5.957169832546294,1676119.875,Snohomish County,1.0,7.5,0.0053589298478505,0.0007145409986725,0.006073470846523,Washington,Snohomish County,771904.0,387078.0,384826.0,544153.0,390186.0,9.42,72.74,2.45,0.81,9.11,0.47,81308.59,36148.13,8.93,11.25,38.58,16.3,22.63,10.77,11.72,75.08,11.11,5.11,1.79,1.66,5.24,31.74,81.63,12.7,5.48,0.2,5.59
4055,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Yakima,86.97523791336452,4.348761895668226,281082.9583333333,Yakima County,577.0,3053.0,0.0324075087205193,0.0061260934020532,0.0385336021225725,Washington,Yakima County,248279.0,124369.0,123910.0,143229.0,103990.0,47.29,44.88,0.72,4.14,0.85,0.08,48107.82,21090.2,19.7,26.46,23.34,17.36,19.18,22.46,17.66,77.95,14.64,0.64,1.73,1.33,3.72,19.04,79.9,14.66,5.31,0.14,7.83
4056,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Yarrow Point,156.38323541015686,7.819161770507843,3245119.9166666665,King County,0.0,11.0,0.0094339622641509,0.0,0.0094339622641509,Washington,King County,2118119.0,1058695.0,1059424.0,1459791.0,1140353.0,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09
4057,WA,86402.5,40.24041856583424,1.1177894046065067,14.49,Yelm,91.44935199258757,4.572467599629379,367057.5,Thurston County,24.0,354.0,0.0361261353199306,0.0024492295132156,0.0385753648331462,Washington,Thurston County,269885.0,132099.0,137786.0,202828.0,122976.0,8.15,76.62,2.59,1.46,5.36,0.77,67497.59,32490.61,11.99,15.89,41.28,16.51,23.85,8.29,10.07,79.13,9.45,1.71,2.46,2.38,4.87,25.59,64.02,29.82,5.95,0.22,7.78
4058,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Bayside,68.05810689291468,3.402905344645734,398629.5416666666,Milwaukee County,3.5,21.5,0.0049613669127537,0.0008065147962124,0.0057678817089662,Wisconsin,Milwaukee County,956586.0,462784.0,493802.0,679917.0,454524.0,14.34,48.35,30.35,0.46,3.83,0.01,47269.11,25770.65,23.22,29.17,32.79,22.23,22.56,5.87,16.55,73.86,9.64,7.54,3.89,1.61,3.47,22.67,85.11,11.17,3.61,0.11,8.46
4059,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Belleville,62.1446490557865,3.107232452789325,252363.25,Dane County,2.0,29.0,0.0117266477961989,0.0008087343307723,0.0125353821269712,Wisconsin,Dane County,522837.0,259686.0,263151.0,388117.0,297072.0,6.3,79.93,5.15,0.23,5.64,0.03,69032.95,37363.44,13.89,12.4,50.1,15.53,20.89,5.43,8.06,71.24,7.93,6.16,5.97,3.79,4.9,20.82,74.01,21.38,4.49,0.12,3.91
4060,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Bloomfield,36.78808834994734,1.839404417497367,282156.0833333334,Walworth County,6.0,44.0,0.0069149772120069,0.0009429514380009,0.0078579286500078,Wisconsin,Walworth County,102917.0,51330.0,51587.0,76828.0,53327.0,10.96,85.45,1.09,0.18,0.99,0.09,58565.73,29107.0,13.88,15.24,31.2,19.36,22.61,9.57,17.26,80.75,8.55,0.58,4.01,1.34,4.75,23.86,81.76,12.15,5.87,0.2,5.52
4061,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Brookfield,56.88787008029047,2.8443935040145236,369171.3333333334,Waukesha County,23.5,605.5,0.0154187165929793,0.0005985010918675,0.0160172176848469,Wisconsin,Waukesha County,396731.0,194879.0,201852.0,300815.0,212647.0,4.58,89.1,1.5,0.16,3.23,0.04,83790.02,41728.58,5.22,6.13,45.67,12.95,24.31,6.36,10.7,86.87,6.04,0.58,1.35,0.82,4.34,23.87,87.37,8.47,4.04,0.13,3.34
4062,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Brown Deer,31.308051186350323,1.565402559317516,190983.625,Milwaukee County,51.0,561.5,0.0463800169073989,0.0042241322849865,0.0506041491923855,Wisconsin,Milwaukee County,956586.0,462784.0,493802.0,679917.0,454524.0,14.34,48.35,30.35,0.46,3.83,0.01,47269.11,25770.65,23.22,29.17,32.79,22.23,22.56,5.87,16.55,73.86,9.64,7.54,3.89,1.61,3.47,22.67,85.11,11.17,3.61,0.11,8.46
4063,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Butler,55.254159274191885,2.762707963709594,195451.70833333334,Waukesha County,0.0,66.0,0.0368715083798882,0.0,0.0368715083798882,Wisconsin,Waukesha County,396731.0,194879.0,201852.0,300815.0,212647.0,4.58,89.1,1.5,0.16,3.23,0.04,83790.02,41728.58,5.22,6.13,45.67,12.95,24.31,6.36,10.7,86.87,6.04,0.58,1.35,0.82,4.34,23.87,87.37,8.47,4.04,0.13,3.34
4064,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Cleveland,60.277067720092234,3.0138533860046115,174026.2916666667,Manitowoc County,0.0,4.5,0.003100123491973,0.0,0.003100123491973,Wisconsin,Manitowoc County,79680.0,39612.0,40068.0,61947.0,41085.0,3.94,90.54,0.87,0.42,2.68,0.04,51683.95,27087.74,11.0,15.33,27.18,17.88,20.37,9.43,25.16,84.16,7.69,0.4,2.5,1.74,3.51,18.45,86.58,8.79,4.42,0.21,3.95
4065,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Columbus,77.3903598586007,3.869517992930035,212429.5,Columbia County,2.5,73.5,0.0143198353534516,0.0004870446872709,0.0148068800407226,Wisconsin,Columbia County,56790.0,29007.0,27783.0,43693.0,30041.0,3.18,93.15,1.22,0.35,0.64,0.03,63323.5,31419.08,8.32,11.05,32.7,15.49,22.94,11.62,17.22,81.96,9.85,0.21,2.22,1.27,4.5,25.62,79.27,14.8,5.63,0.31,3.83
4066,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Cottage Grove,85.92241354031954,4.296120677015977,338956.0833333333,Dane County,1.0,35.0,0.0048356486070524,0.0001381788455843,0.0049738274526368,Wisconsin,Dane County,522837.0,259686.0,263151.0,388117.0,297072.0,6.3,79.93,5.15,0.23,5.64,0.03,69032.95,37363.44,13.89,12.4,50.1,15.53,20.89,5.43,8.06,71.24,7.93,6.16,5.97,3.79,4.9,20.82,74.01,21.38,4.49,0.12,3.91
4067,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Cross Plains,73.36737254644427,3.668368627322214,339437.0833333334,Dane County,3.0,37.0,0.0084930509244554,0.0006896033191226,0.009182654243578,Wisconsin,Dane County,522837.0,259686.0,263151.0,388117.0,297072.0,6.3,79.93,5.15,0.23,5.64,0.03,69032.95,37363.44,13.89,12.4,50.1,15.53,20.89,5.43,8.06,71.24,7.93,6.16,5.97,3.79,4.9,20.82,74.01,21.38,4.49,0.12,3.91
4068,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Cudahy,51.18946239705999,2.5594731198529996,186045.2083333333,Milwaukee County,29.5,213.5,0.0117717935567347,0.001627873768993,0.0133996673257277,Wisconsin,Milwaukee County,956586.0,462784.0,493802.0,679917.0,454524.0,14.34,48.35,30.35,0.46,3.83,0.01,47269.11,25770.65,23.22,29.17,32.79,22.23,22.56,5.87,16.55,73.86,9.64,7.54,3.89,1.61,3.47,22.67,85.11,11.17,3.61,0.11,8.46
4069,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Delafield,69.69122734184423,3.484561367092211,519438.25,Waukesha County,2.0,118.0,0.0155369561753849,0.0002630976901088,0.0158000538654938,Wisconsin,Waukesha County,396731.0,194879.0,201852.0,300815.0,212647.0,4.58,89.1,1.5,0.16,3.23,0.04,83790.02,41728.58,5.22,6.13,45.67,12.95,24.31,6.36,10.7,86.87,6.04,0.58,1.35,0.82,4.34,23.87,87.37,8.47,4.04,0.13,3.34
4070,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Delavan,42.315796849090034,2.1157898424545016,213747.0833333333,Walworth County,18.0,158.0,0.0160786910426272,0.0018326334003407,0.017911324442968,Wisconsin,Walworth County,102917.0,51330.0,51587.0,76828.0,53327.0,10.96,85.45,1.09,0.18,0.99,0.09,58565.73,29107.0,13.88,15.24,31.2,19.36,22.61,9.57,17.26,80.75,8.55,0.58,4.01,1.34,4.75,23.86,81.76,12.15,5.87,0.2,5.52
4071,WI,70248.0,38.16464394247333,1.060128998402037,7.25,East Troy,19.281401517908435,0.9640700758954217,285476.9166666666,Walworth County,4.0,21.0,0.0048757836080798,0.0009287206872533,0.0058045042953331,Wisconsin,Walworth County,102917.0,51330.0,51587.0,76828.0,53327.0,10.96,85.45,1.09,0.18,0.99,0.09,58565.73,29107.0,13.88,15.24,31.2,19.36,22.61,9.57,17.26,80.75,8.55,0.58,4.01,1.34,4.75,23.86,81.76,12.15,5.87,0.2,5.52
4072,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Elkhorn,58.454051520088534,2.9227025760044265,242803.4166666667,Walworth County,15.5,128.0,0.0127805497224014,0.0015476934528082,0.0143282431752096,Wisconsin,Walworth County,102917.0,51330.0,51587.0,76828.0,53327.0,10.96,85.45,1.09,0.18,0.99,0.09,58565.73,29107.0,13.88,15.24,31.2,19.36,22.61,9.57,17.26,80.75,8.55,0.58,4.01,1.34,4.75,23.86,81.76,12.15,5.87,0.2,5.52
4073,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Elm Grove,58.98852708463864,2.949426354231932,478831.75,Waukesha County,2.5,86.5,0.0140436577063728,0.0004059232420713,0.0144495809484442,Wisconsin,Waukesha County,396731.0,194879.0,201852.0,300815.0,212647.0,4.58,89.1,1.5,0.16,3.23,0.04,83790.02,41728.58,5.22,6.13,45.67,12.95,24.31,6.36,10.7,86.87,6.04,0.58,1.35,0.82,4.34,23.87,87.37,8.47,4.04,0.13,3.34
4074,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Fall River,79.00157297789552,3.950078648894776,244388.2916666667,Columbia County,2.0,0.0,0.0,0.0011467889908256,0.0011467889908256,Wisconsin,Columbia County,56790.0,29007.0,27783.0,43693.0,30041.0,3.18,93.15,1.22,0.35,0.64,0.03,63323.5,31419.08,8.32,11.05,32.7,15.49,22.94,11.62,17.22,81.96,9.85,0.21,2.22,1.27,4.5,25.62,79.27,14.8,5.63,0.31,3.83
4075,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Fitchburg,68.40751191931514,3.420375595965757,357663.8333333333,Dane County,93.5,526.0,0.0167035646414882,0.0029690701814615,0.0196726348229498,Wisconsin,Dane County,522837.0,259686.0,263151.0,388117.0,297072.0,6.3,79.93,5.15,0.23,5.64,0.03,69032.95,37363.44,13.89,12.4,50.1,15.53,20.89,5.43,8.06,71.24,7.93,6.16,5.97,3.79,4.9,20.82,74.01,21.38,4.49,0.12,3.91
4076,WI,70248.0,38.16464394247333,1.060128998402037,7.25,Fontana,51.29681209194034,2.564840604597017,464523.875,Walworth County,1.0,6.0,0.0034305317324185,0.0005717552887364,0.0040022870211549,Wisconsin,Walworth County,102917.0,51330.0,51587.0,76828.0,53327.0,10.96,85.45,1.09,0.18,0.99,0.09,58565.73,29107.0,13.88,15.24,31.2,19.36,22.61,9.57,17.26,80.75,8.55,0.58,4.01,1.34,4.75,23.86,81.76,12.15,5.87,0.2,5.52
